brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Jeep,Sahara,4x4/4-wheel drive,Gray,Black,38872,Wrangler,25200,Automatic,2014
Jeep,Sahara,4x4/4-wheel drive,Gray,Black,51318,Wrangler,25850,Automatic,2016
Jeep,Sahara,4x4/4-wheel drive,Red,Black,70450,Wrangler,22975,Automatic,2013
Jeep,Sport,4x4/4-wheel drive,Silver,Gray,86439,Wrangler,16599,Manual,2010
Jeep,Sport,4x4/4-wheel drive,Silver,Black,83459,Wrangler,17249,Automatic,2011
Jeep,Sahara,4x4/4-wheel drive,Black,Black,56491,Wrangler,,Manual,2012
Jeep,Sahara,4x4/4-wheel drive,Silver,Other,11634,Wrangler,28872,Other / Unknown,2017
Jeep,Sahara,4x4/4-wheel drive,Red,Black,17316,Wrangler,28000,Manual,2017
Jeep,Sport,4x4/4-wheel drive,Gray,Black,32794,Wrangler,26998,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Black,Other,59848,Wrangler,20488,Other / Unknown,2012
Jeep,Sport,4x4/4-wheel drive,Black,Black,23728,Wrangler,22781,Automatic,2014
Jeep,Sport,4x4/4-wheel drive,Gray,Black,39415,Wrangler,27499,Automatic,2017
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Gray,Black,19844,Wrangler,27491,Automatic,2016
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Gray,Black,63655,Wrangler,22998,Manual,2015
Jeep,Sport,4x4/4-wheel drive,Purple,Black,18772,Wrangler,26487,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,White,Black,30092,Wrangler,25785,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Silver,Black,56397,Wrangler,18499,Manual,2013
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,X,4x4/4-wheel drive,Black,Gray,100960,Wrangler,15000,Manual,2008
Jeep,Sahara,4x4/4-wheel drive,Red,Black,22513,Wrangler,27661,Automatic,2016
Jeep,Sahara,4x4/4-wheel drive,Gray,Black,37066,Wrangler,,Other / Unknown,2014
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
