brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
GMC,1500 Denali,4x4/4-wheel drive,Black,Brown,42213,Sierra,,Automatic,2017
GMC,1500 SLT,RWD,White,Brown,120119,Sierra,24613,Automatic,2015
GMC,1500 SLE,4x4/4-wheel drive,Black,Black,53645,Sierra,,Automatic,2012
GMC,1500 SLE,RWD,White,Black,19198,Sierra,28400,Automatic,2016
GMC,1500 4WD Double Cab 143.5,4x4/4-wheel drive,White,Black,33574,Sierra,28209,Automatic,2016
GMC,1500 SLT,RWD,Blue,Black,11552,Sierra,39998,Automatic,2018
GMC,1500 Denali,4x4/4-wheel drive,Red,Brown,104864,Sierra,25170,Automatic,2014
GMC,1500 SLE,RWD,White,Black,74953,Sierra,17990,Automatic,2012
GMC,1500 SLE,RWD,White,Beige,115900,Sierra,17500,Automatic,2012
GMC,1500 Work Truck,4x4/4-wheel drive,White,Other,143985,Sierra,11894,Automatic,2010
GMC,1500 SLT,4x4/4-wheel drive,White,Other,44117,Sierra,38206,Automatic,2017
GMC,1500 SLE,4x4/4-wheel drive,Red,Black,91610,Sierra,23000,Automatic,2015
GMC,1500 Base,4x4/4-wheel drive,White,Gray,28572,Sierra,28000,Automatic,2015
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,76198,Sierra,29995,Automatic,2015
GMC,1500 SLE,RWD,Silver,Black,32175,Sierra,29856,Automatic,2018
GMC,1500 SLE,4x4/4-wheel drive,Blue,Black,95213,Sierra,21999,Automatic,2013
